股票代码,股票名称,确认日期,日线评分,风险扣分,候选评分,风险等级,所属板块,板块映射来源,板块涨跌幅,主力净流入,主力净流入占比,板块当日资金排名,板块近5日排名,板块近5日平均涨幅,板块广度,龙头涨幅,板块数据状态,隔夜建议,昨收,今日开盘,上午最高,上午最低,午盘价,今日最高,今日最低,下午最高,下午最低,收盘价,今日成交额,尾盘成交额,尾盘放量倍数,今日涨跌幅,今日振幅,收盘位置,从低点修复幅度,从高点回落幅度,下午修复强度,是否突破上午高点,是否收在全天高位区,分时结构标签,尾盘抢筹标签,尾盘评分,最终评分,隔夜建议等级,隔夜建议说明
600160,巨化股份,2026-07-27,100.0,0.0,100.0,低,氟化工,output/sector_cache.csv,1.16,17801080.0,0.95,92.0,48.0,0.14,0.0,0.0,未知,优先观察,40.83,39.58,40.1,39.2,39.69,40.1,39.2,40.1,39.2,39.69,141073320.68,0.0,0.0,-2.79,2.2,0.5444,1.25,1.02,1.25,否,否,普通震荡型,尾盘普通,10.0,46.0,D,放弃。结构【普通震荡型】，最终评分46.00。
002460,赣锋锂业,2026-07-27,100.0,0.0,100.0,低,能源金属,output/sector_cache.csv,3.79,347610928.0,6.91,12.0,13.0,5.31,0.0,0.0,未知,优先观察,51.19,49.85,50.65,49.01,49.57,50.65,49.01,50.65,49.01,49.57,452035592.32,0.0,0.0,-3.16,3.2,0.3415,1.14,2.13,1.14,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
600893,航发动力,2026-07-27,100.0,0.0,100.0,低,国防军工,output/sector_cache.csv,1.23,-70144944.0,-0.57,414.0,78.0,-1.37,0.0,0.0,谨慎,涨但资金未跟，谨慎,35.6,34.52,35.15,34.4,34.65,35.15,34.4,35.15,34.4,34.65,124566220.22,0.0,0.0,-2.67,2.11,0.3333,0.73,1.42,0.73,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
002738,中矿资源,2026-07-27,110.0,0.0,100.0,中,能源金属,output/sector_cache.csv,3.79,347610928.0,6.91,12.0,13.0,5.31,0.0,0.0,未知,优先观察,50.74,49.1,49.77,47.48,48.25,49.77,47.48,49.77,47.48,48.25,219914172.52,0.0,0.0,-4.91,4.51,0.3362,1.62,3.05,1.62,否,否,急跌修复失败型,尾盘无承接,0.0,40.0,D,放弃。结构【急跌修复失败型】，最终评分40.00。
600362,江西铜业,2026-07-27,95.0,0.0,95.0,中,铜,output/sector_cache.csv,1.34,-276570224.0,-3.78,472.0,14.0,5.07,0.0,0.0,谨慎,涨但资金未跟，谨慎,45.06,43.2,43.4,42.58,42.94,43.4,42.58,43.4,42.58,42.94,317588048.89,0.0,0.0,-4.7,1.82,0.439,0.85,1.06,0.85,否,否,急跌修复失败型,尾盘普通,0.0,38.0,D,放弃。结构【急跌修复失败型】，最终评分38.00。
601168,西部矿业,2026-07-27,95.0,0.0,95.0,中,铜,output/sector_cache.csv,1.34,-276570224.0,-3.78,472.0,14.0,5.07,0.0,0.0,谨慎,涨但资金未跟，谨慎,37.84,36.92,37.46,36.45,36.93,37.46,36.45,37.46,36.45,36.93,661895620.87,0.0,0.0,-2.4,2.67,0.4752,1.32,1.41,1.32,否,否,急跌修复失败型,尾盘普通,0.0,38.0,D,放弃。结构【急跌修复失败型】，最终评分38.00。
601899,紫金矿业,2026-07-27,95.0,0.0,95.0,低,铜,output/sector_cache.csv,1.34,-276570224.0,-3.78,472.0,14.0,5.07,0.0,0.0,谨慎,涨但资金未跟，谨慎,33.06,32.45,32.45,31.26,31.46,32.45,31.26,32.45,31.26,31.46,1747265473.45,0.0,0.0,-4.84,3.6,0.1681,0.64,3.05,0.64,否,否,急跌修复失败型,尾盘无承接,0.0,38.0,D,放弃。结构【急跌修复失败型】，最终评分38.00。
603799,华友钴业,2026-07-27,95.0,0.0,95.0,低,能源金属,output/sector_cache.csv,3.79,347610928.0,6.91,12.0,13.0,5.31,0.0,0.0,未知,优先观察,41.55,39.5,40.05,39.18,39.55,40.05,39.18,40.05,39.18,39.55,281538094.0,0.0,0.0,-4.81,2.09,0.4253,0.94,1.25,0.94,否,否,急跌修复失败型,尾盘普通,0.0,38.0,D,放弃。结构【急跌修复失败型】，最终评分38.00。
300769,德方纳米,2026-07-27,90.0,0.0,90.0,低,电池化学品,output/sector_cache.csv,2.48,283330016.0,5.28,16.0,66.0,-0.9,0.0,0.0,未知,优先观察,44.17,43.73,44.66,43.0,43.7,44.66,43.0,44.66,43.0,43.7,220745801.7,0.0,0.0,-1.06,3.76,0.4217,1.63,2.15,1.63,否,否,急跌修复失败型,尾盘普通,0.0,36.0,D,放弃。结构【急跌修复失败型】，最终评分36.00。
300139,晓程科技,2026-07-27,90.0,0.0,90.0,高,黄金,output/sector_cache.csv,0.63,-126144192.0,-2.34,442.0,10.0,5.68,0.0,0.0,谨慎,涨但资金未跟，谨慎,40.25,39.5,39.71,38.38,38.98,39.71,38.38,39.71,38.38,38.98,483942629.39,0.0,0.0,-3.16,3.3,0.4511,1.56,1.84,1.56,否,否,急跌修复失败型,尾盘普通,0.0,36.0,D,放弃。结构【急跌修复失败型】，最终评分36.00。
